Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 2771901936321000044,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771901936321000044,"976 079,45 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ № 12 ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ГБУ ПНИ № 12,7719019363,08.11.21,30.04.22,САНСЫЗБАЕВ НУРЛАН АЗИЛОВИЧИндивидуальный предприниматель,522880570299,Г МОСКВА 77,+7 (968) 088-33-34,chato-profi@mail.ru,
№ 2503231399021000669,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2503231399021000669,"737 155,20 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ОДИНЦОВСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""","ГБУЗ МО ""ОДИНЦОВСКАЯ ОБ""",5032313990,10.11.21,31.12.21,ИВАНОВ СЕРГЕЙ БОРИСОВИЧИндивидуальный предприниматель,503003260510,"ОБЛ МОСКОВСКАЯ 50, Г НАРО-ФОМИНСК",7-496-3477211,mir-uslug@inbox.ru,
№ 2772432200521000058,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772432200521000058,"1 272 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО""",7724322005,08.11.21,30.07.22,АВЕТИСЯН СУРИК МИРАНОВИЧИндивидуальный предприниматель,672213919178,"ОБЛ ТУЛЬСКАЯ 71, Р-Н ЩЕКИНСКИЙ, Д ГРЕЦОВКА (ЛАЗАРЕВСКОЕ МО)",+7 (915) 088-64-55,ip_avetisyan@inbox.ru,
№ 2770912942321000480,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000480,"1 930 786,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. И.В. ДАВЫДОВСКОГО ДЗМ""",7709129423,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМ АСПЕКТ"" (ООО ""ФАРМ АСПЕКТ"")",7721399835,"109145, Г МОСКВА 77, УЛ ПРИВОЛЬНАЯ, ДОМ 2, КОРПУС 5, ЭТАЖ 4 ПОМ XI КОМ. 29Б",+7 (495) 661-30-41,farmaspect2019@mail.ru,
№ 2772432200521000057,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772432200521000057,"2 534 220,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО""",7724322005,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПК-СНАБ"" (ООО ""ПК-СНАБ"")",4028071094,"248001, ОБЛ. КАЛУЖСКАЯ 40, Г. Калуга, УЛ. СУВОРОВА, Д. 121, ПОМЕЩ. 3",+7 (966) 016-56-56,pk-snab@bk.ru,
№ 2773148629021000125,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773148629021000125,"791 999,60 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА КУНЦЕВО""","ГБУ ""ЖИЛИЩНИК РАЙОНА КУНЦЕВО""",7731486290,01.01.22,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙ ТЕЛЕ СЕТИ"" (ООО «СТС»)",9705135483,"115054, Г. МОСКВА 77, УЛ. БОЛЬШАЯ ПИОНЕРСКАЯ, Д. 15, СТР. 1, ЭТАЖ 1 ПОМЕЩ./КОМ./ОФИС II/4/4",+7 (495) 660-16-09,s-tele-s@yandex.ru,
№ 2771913872321000806,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771913872321000806,"7 999 992,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ ИКБ № 2 ДЗМ,7719138723,10.11.21,31.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")",274110679,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, 5, ""Б""",+7 (495) 970-00-30,ookiryushina@pharmstd.ru,
№ 2771015211321000028,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771015211321000028,"3 654 788,34 ₽",ДЕПАРТАМЕНТ ФИНАНСОВ ГОРОДА МОСКВЫ,,7710152113,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛОВАЯПРЕССА"" (ООО ""ДЕЛОВАЯПРЕССА"")",7714934552,"125124, Г МОСКВА 77, УЛ ПРАВДЫ, ДОМ 17/19",+7 (499) 391-57-36,apdp@delpress.ru,
№ 2771913872321000805,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771913872321000805,"1 236 556,20 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ ИКБ № 2 ДЗМ,7719138723,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМЛАЙН"" (ООО ""ФАРМЛАЙН"")",7714511476,"127287, Г. МОСКВА 77, УЛ. ХУТОРСКАЯ 2-Я, Д. 38А, СТР. 8, ЭТАЖ 3 ПОМЕЩ. V ОФИС 5",+7 (495) 234-07-04,office@pharmline.ru,
№ 2771433860921008508,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771433860921008508,"2 600 000,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКУ АЗ (КС) ДЗМ,7714338609,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМИЛТА"" (ООО ""СМИЛТА"")",5001135948,"143910, ОБЛ МОСКОВСКАЯ 50, Г БАЛАШИХА, УЛ КРУПЕШИНА, ДОМ 1, ПОМЕЩЕНИЕ 1А",+7 (915) 478-95-15,smilta@yandex.ru,
№ 1770135001321000017,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770135001321000017,"872 217,40 ₽",ФЕДЕРАЛЬНАЯ СЛУЖБА ПО ТЕХНИЧЕСКОМУ И ЭКСПОРТНОМУ КОНТРОЛЮ,ФСТЭК РОССИИ,7701350013,01.01.22,31.01.23,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ГОРОДСКАЯ ТЕЛЕФОННАЯ СЕТЬ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ГОРОДСКАЯ ТЕЛЕФОННАЯ СЕТЬ"")",7710016640,"119017, Г МОСКВА 77, УЛ БОЛЬШАЯ ОРДЫНКА, ДОМ 25, СТРОЕНИЕ 1",7-495-4039677,mgts@mgts.ru,
№ 2770321427021000067,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770321427021000067,"5 910 597,00 ₽","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОССВЕТ""","ГУП ""МОССВЕТ""",7703214270,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМНЕФТЬ-РЕГИОНАЛЬНЫЕ ПРОДАЖИ"" (ООО ""ГАЗПРОМНЕФТЬ-РЕГИОНАЛЬНЫЕ ПРОДАЖИ"")",4703105075,"191014, Г САНКТ-ПЕТЕРБУРГ 78, ПЕР ВИЛЕНСКИЙ, ДОМ 14, ЛИТЕРА А, ОФИС 203",+7 (921) 995-38-86,trokhimchuk.ev@gpncard.ru,
№ 2771464495921000044,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771464495921000044,"42 259 200,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""СПОРТИВНЫЙ КОМПЛЕКС ""МЕГАСПОРТ"" ДЕПАРТАМЕНТА СПОРТА ГОРОДА МОСКВЫ","ГБУ ""СК ""МЕГАСПОРТ"" МОСКОМСПОРТА, ГБУ ""СПОРТИВНЫЙ КОМПЛЕКС ""МЕГАСПОРТ"" МОСКОМСПОРТА",7714644959,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 3504200962121000612,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3504200962121000612,"2 127 005,16 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СЕРГИЕВО-ПОСАДСКАЯ РАЙОННАЯ БОЛЬНИЦА""","ГБУЗ МО ""СЕРГИЕВО-ПОСАДСКАЯ РБ""",5042009621,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ"" (АО ""МОСОБЛГАЗ"")",5032292612,"143082, ОБЛ МОСКОВСКАЯ 50, Г ОДИНЦОВО, Д РАЗДОРЫ, КМ 1-Й, ДОМ 1, КОРП/ЭТАЖ Б/9, КАБИНЕТ 901",7-498-6874704,info@mosoblgaz.ru,
№ 3501901081221000016,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501901081221000016,"1 030 563,86 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА№ 1""","МБОУ ""СОШ№ 1""",5019010812,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЬЮЛИНК ИНФРАСТРУКТУРА КАШИРА"" (ООО ""КОМПЬЮЛИНК ИНФРАСТРУКТУРА КАШИРА"")",5019028390,"142900, ОБЛ МОСКОВСКАЯ 50, Г КАШИРА, УЛ СОВЕТСКАЯ, ДОМ 28, ПОМЕЩЕНИЕ 39",7-495-737-88-66,or_kash@mail.ru,
№ 2774391227121000052,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2774391227121000052,"9 544 107,60 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА СОКОЛ""","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛ""",7743912271,01.01.22,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 2770823506621000335,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770823506621000335,"7 504 177,72 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""КОЛЛЕДЖ ЖЕЛЕЗНОДОРОЖНОГО И ГОРОДСКОГО ТРАНСПОРТА""",ГБПОУ КЖГТ,7708235066,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТТИКА-М"" (ООО ""АТТИКА-М"")",6330092508,"443528, ОБЛ. САМАРСКАЯ 63, Р-Н Волжский, ПГТ. Стройкерамика, УЛ. НАРОДНАЯ, Д. 11, КВ. 57",89677610090,Attika-m@bk.ru,
№ 2773001748021000187,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773001748021000187,"1 117 320,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 51 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 51 ДЗМ""",7730017480,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРТОКАРД"" (ООО ""ОРТОКАРД"")",7731631100,"127238, Г МОСКВА 77, ПРОЕЗД ИЛЬМЕНСКИЙ, ДОМ 13, СТРОЕНИЕ 1, КОМНАТА  14",+7 (499) 488-24-95,ortocard@mail.ru,
№ 2773001748021000186,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773001748021000186,"697 847,04 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 51 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 51 ДЗМ""",7730017480,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИКС"" (ООО ""ЮНИКС"")",7718910094,"109029, Г МОСКВА 77, ПРОЕЗД МИХАЙЛОВСКИЙ, ДОМ 3, СТРОЕНИЕ 13, ПОМ. I КОМН. 2",+7 (495) 783-42-09,2a-mebel@bk.ru,
№ 2502400219721000042,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2502400219721000042,"792 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКИЙ КОЛЛЕДЖ""","ГБПОУ МО ""КРАСНОГОРСКИЙ КОЛЛЕДЖ""",5024002197,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЭЙФЕР"" (ООО ""СЭЙФЕР"")",7714947463,"127018, Г МОСКВА 77, УЛ СКЛАДОЧНАЯ, ДОМ 1, СТРОЕНИЕ 18, ПОДЪЕЗД 3 ЭТ 2/ОФИС 207",7-495-1510151,-,
№ 2772800747721000065,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772800747721000065,"788 028,80 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1101""",ГБОУ ШКОЛА № 1101,7728007477,10.11.21,29.07.22,Колчева Вероника,500307999467,"город Москва, поселение Мосрентген, поселок завода Мосрентген, дом 32 кв.37",+7 (926) 365-51-85,veronika_k11@mail.ru,
№ 2770425306421000147,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770425306421000147,"2 832 865,87 ₽",ДЕПАРТАМЕНТ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ДТСЗН ГОРОДА МОСКВЫ,7704253064,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХБЕЗОПАСНОСТЬ"" (ООО ""ТЕХБЕЗОПАСНОСТЬ"")",7724429196,"115409, Г МОСКВА 77, Ш КАШИРСКОЕ, ДОМ 56, КОРПУС 2, КВАРТИРА 49",+7 (916) 757-11-86,7571186@mail.ru,
№ 2770425306421000146,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770425306421000146,"3 999 900,00 ₽",ДЕПАРТАМЕНТ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ДТСЗН ГОРОДА МОСКВЫ,7704253064,15.11.21,31.12.21,"НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО ИНФОРМАЦИОННОЙ ПОДДЕРЖКИ И СОДЕЙСТВИЯ ИНТЕГРАЦИИ ИНВАЛИДОВ ""ОТКРЫТЫЙ МИР"" (НП ""ОТКРЫТЫЙ МИР"")",7729452449,"119619, Г МОСКВА 77, ПРОЕЗД БОРОВСКИЙ, ДОМ 18, КВАРТИРА 4",+7 (906) 760-08-58,Oksana@steptoperfection.ru,
№ 2770425306421000145,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770425306421000145,"9 569 000,00 ₽",ДЕПАРТАМЕНТ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ДТСЗН ГОРОДА МОСКВЫ,7704253064,15.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСКОВСКИЙ ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ"" (ООО ""МЦВЛ"")",9731004293,"121552, Г МОСКВА 77, УЛ ОРШАНСКАЯ, ДОМ 16, СТРОЕНИЕ 1, ЭТ 1 КОМ 24",7(495)988-45-07,reab@lc.clinic,
№ 1770559633921000194,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770559633921000194,"230 000 000,00 ₽",МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ,МИНПРОМТОРГ РОССИИ,7705596339,09.11.21,01.11.23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""ЭЛЕКТРОПРИБОР"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""ЭЛЕКТРОПРИБОР"")",7813438763,"197046, Г САНКТ-ПЕТЕРБУРГ 78, УЛ МАЛАЯ ПОСАДСКАЯ, 30",7-812-4998308,office@eprib.ru,
№ 3501901171021000013,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501901171021000013,"756 542,51 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТАРАСКОВСКИЙ ДЕТСКИЙ САД""","МБДОУ ""ТАРАСКОВСКИЙ ДЕТСКИЙ САД""",5019011710,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛРЕСУРС"" (ООО ""ЖИЛРЕСУРС"")",5019019276,"142921, ОБЛ МОСКОВСКАЯ 50, Г КАШИРА, УЛ ПИОНЕРСКАЯ (ОЖЕРЕЛЬЕ МКР.), ДОМ 16",7496-694-84-44,gilresurs@mail.ru,
№ 2772401520521000543,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000543,"1 752 521,30 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДЦЛИ ДЗМ""",7724015205,10.11.21,31.12.21,МОРОЗОВ КИРИЛЛ ВИТАЛЬЕВИЧИндивидуальный предприниматель,773371682487,Г. МОСКВА 77,+7 (968) 653-23-99,morozov.k888@gmail.com,
№ 2772401520521000542,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000542,"2 199 990,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДЦЛИ ДЗМ""",7724015205,09.11.21,31.12.21,МАКАРОВА ЛЮДМИЛА АНДРЕЕВНАИндивидуальный предприниматель,860600078062,"Край Краснодарский 23, Город Новороссийск",+7 (345) 253-03-40,d.fokina@pip-mebel.ru,
№ 2771536002921000007,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771536002921000007,"6 031 812,33 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ЦЕНТР СОДЕЙСТВИЯ СЕМЕЙНОМУ ВОСПИТАНИЮ ""ПОЛЯРНАЯ ЗВЕЗДА"" ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ","ГБУ ЦССВ ""ПОЛЯРНАЯ ЗВЕЗДА""",7715360029,15.11.21,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 1770190367721000177,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770190367721000177,"745 999,54 ₽",СЛЕДСТВЕННЫЙ КОМИТЕТ РОССИЙСКОЙ ФЕДЕРАЦИИ,,7701903677,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХИМИЯ И ЖИЗНЬ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХИМИЯ И ЖИЗНЬ"")",7704352918,"117997, Г МОСКВА 77, УЛ МИКЛУХО-МАКЛАЯ, ДОМ 16/10, КОРПУС 2, ПОМ.   I КОМ 3",7-499-3509519,mail@khizh.ru,
№ 2771303455921000042,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771303455921000042,"38 176 430,40 ₽",ПРЕФЕКТУРА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ,,7713034559,01.01.22,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
