Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 2772719845121000115,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772719845121000115,"1 431 372,57 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДА МОСКВЫ""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ТИНАО""",7727198451,01.01.22,31.12.22,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (ПАО ""МОЭК"")",7720518494,"119526, Г МОСКВА 77, ПР-КТ ВЕРНАДСКОГО, ДОМ 101, КОРПУС 3, ЭТ/КАБ 20/2017",+7 (495) 657-84-52,os7@moek.ru,
№ 2773302408321000597,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773302408321000597,"2 087 880,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ З.А. БАШЛЯЕВОЙ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГКБ ИМ. З.А. БАШЛЯЕВОЙ ДЗМ""",7733024083,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАНИМАЦИЯ"" (ООО ""РЕАНИМАЦИЯ"")",7713406084,"127015, Г МОСКВА 77, УЛ БОЛЬШАЯ НОВОДМИТРОВСКАЯ, ДОМ 23, СТР. 3, ЭТАЖ 5 ПОМЕЩ I КОМНАТА 17 ОФИС 508",+7 (495) 258-31-22,reanim753@rambler.ru,
№ 2773302408321000596,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773302408321000596,"2 914 604,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ З.А. БАШЛЯЕВОЙ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГКБ ИМ. З.А. БАШЛЯЕВОЙ ДЗМ""",7733024083,10.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАНИМАЦИЯ"" (ООО ""РЕАНИМАЦИЯ"")",7713406084,"127015, Г МОСКВА 77, УЛ БОЛЬШАЯ НОВОДМИТРОВСКАЯ, ДОМ 23, СТР. 3, ЭТАЖ 5 ПОМЕЩ I КОМНАТА 17 ОФИС 508",+7 (495) 258-31-22,reanim753@rambler.ru,
№ 2500702340821000757,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500702340821000757,"1 189 109,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР ПАЛЛИАТИВНОЙ ПОМОЩИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ЦЕНТР ПАЛЛИАТИВНОЙ ПОМОЩИ ДЗМ""",5007023408,09.11.21,31.12.22,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОФЕССИОНАЛ СЕРВИС"" (ЗАО ""ПРОФЕССИОНАЛ СЕРВИС"")",7719812163,"105118, Г МОСКВА 77, УЛ КИРПИЧНАЯ, 22, СТР.1",+7 (925) 522-83-26,tender@prof-servis.ru,
№ 2770182732021001372,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001372,"1 454 595,26 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАРСТРОЙ"" (ООО ""СТАРСТРОЙ"")",7723930963,"109382, Г МОСКВА 77, УЛ НИЖНИЕ ПОЛЯ, ДОМ 31, СТРОЕНИЕ 1, ЭТАЖ 3 ПОМЕЩЕНИЕ VI КОМНАТА №7А",+7 (985) 115-38-17,starstroj@bk.ru,
№ 2770182732021001371,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001371,"3 432 948,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМК-СТРОЙ"" (ООО ""СМК-СТРОЙ"")",7701947970,"119331, Г МОСКВА 77, ПР-КТ ВЕРНАДСКОГО, ДОМ 29, ЭТ 5 КОМ 20 ОФ А3С",+7 (499) 713-81-81,smkstroj@yandex.ru,
№ 2770182732021001370,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001370,"9 518 451,01 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХБЕЗОПАСНОСТЬ"" (ООО ""ТЕХБЕЗОПАСНОСТЬ"")",7724429196,"115409, Г МОСКВА 77, Ш КАШИРСКОЕ, ДОМ 56, КОРПУС 2, КВАРТИРА 49",+7 (916) 757-11-86,7571186@mail.ru,
№ 2770584037921000415,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770584037921000415,"309 939 185,54 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО КАПИТАЛЬНОМУ РЕМОНТУ МНОГОКВАРТИРНЫХ ДОМОВ ГОРОДА МОСКВЫ ""УКРИС""","ГКУ ""УКРИС""",7705840379,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-ТЕХ"" (ООО ""К-ТЕХ"")",7726643974,"115191, Г МОСКВА 77, ПЕР ДУХОВСКОЙ, ДОМ 17, СТРОЕНИЕ 15, ЭТ 2 КОМ 11 ОФ 25",8(495)145-00-16,oook-tex@mail.ru,
№ 1772851388221000018,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772851388221000018,"6 269 405,23 ₽",ФЕДЕРАЛЬНОЕ АГЕНТСТВО ВОДНЫХ РЕСУРСОВ,,7728513882,10.11.21,25.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР СБ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР СБ"")",5258091971,"603061, ОБЛ НИЖЕГОРОДСКАЯ 52, Г НИЖНИЙ НОВГОРОД, УЛ КОМПОЗИТОРСКАЯ, ДОМ 4, ПОМЕЩЕНИЕ П1",7-910-8765588,director@inter-sb.ru,
№ 2770182732021001369,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001369,"616 087,15 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЖСФЕРА"" (ООО ""ПОЖСФЕРА"")",9718035454,"107076, Г МОСКВА 77, ПЕР КОЛОДЕЗНЫЙ, ДОМ 14, ЭТАЖ 6 ПОМ XIII К 41(Б)",+7 (915) 172-06-82,pozhsfera@bk.ru,
№ 2770182732021001368,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001368,"530 000,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСТАРТ"" (ООО ""РЕСТАРТ"")",7704481550,"119002, Г МОСКВА 77, УЛ АРБАТ, ДОМ 20, Э/ПОМ/К/ОФ 1/VII/2/105",+7 (926) 453-00-67,evgenlib85@mail.ru,
№ 1971006293921000083,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1971006293921000083,"4 922 124,04 ₽",МИНИСТЕРСТВО НАУКИ И ВЫСШЕГО ОБРАЗОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,МИНОБРНАУКИ РОССИИ,9710062939,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФАСТРОЙСЕРВИС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФАСТРОЙСЕРВИС"")",7703765782,"107564, Г МОСКВА 77, УЛ КРАСНОБОГАТЫРСКАЯ, ДОМ 2, СТРОЕНИЕ 1, ЭТ 5 ПОМ 13А",7-495-5929192,alfapk@list.ru,
№ 2770912942321000479,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000479,"2 827 500,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. И.В. ДАВЫДОВСКОГО ДЗМ""",7709129423,18.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМ-ПОСТАВКА"" (ООО ""СМ-ПОСТАВКА"")",5038133136,"141260, ОБЛ МОСКОВСКАЯ 50, Г ПУШКИНО, РАБОЧИЙ ПО ПРАВДИНСКИЙ, Ш СТЕПАНЬКОВСКОЕ, ДОМ 39, ПОМЕЩЕНИЕ 7, ОФИС 30",+7 (964) 505-55-64,sm-postavka18@mail.ru,
№ 2772524775221000054,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772524775221000054,"711 760,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""КОЛЛЕДЖ СФЕРЫ УСЛУГ № 32""",ГБПОУ КСУ № 32,7725247752,10.11.21,30.06.22,Перевоз Денис,503204842646,"г. Москва, ул. Грина, д. 18, кв. 132",+7 (915) 435-65-56,den.perevoz@gmail.com,
№ 2772409353121000093,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772409353121000093,"2 993 167,65 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ ХУДОЖЕСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ И ПРИРОДНО-ЛАНДШАФТНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""","МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МГОМЗ",7724093531,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМОСТРОЙ"" (ООО ""ДОМОСТРОЙ"")",7708679671,"107045, Г МОСКВА 77, ПЕР ЛУКОВ, ДОМ 4, ЭТ ПОДВАЛ ПОМ I КОМ 8,РМ1И",+7 (910) 452-60-02,domostroy_patr@mail.ru,
№ 3504701063821000024,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3504701063821000024,"6 350 000,00 ₽",КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА ХИМКИ МОСКОВСКОЙ ОБЛАСТИ,КУИ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА ХИМКИ,5047010638,10.11.21,31.12.21,ПИТИЕВА ЖАННА ИГОРЕВНАИндивидуальный предприниматель,503500694275,"ОБЛ МОСКОВСКАЯ 50, Г ПАВЛОВСКИЙ ПОСАД",7-985-8911979,@,
№ 2772409353121000092,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772409353121000092,"1 004 502,02 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ ХУДОЖЕСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ И ПРИРОДНО-ЛАНДШАФТНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""","МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МГОМЗ",7724093531,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАЛАНА"" (ООО ""ДИАЛАНА"")",7718891035,"107589, Г МОСКВА 77, УЛ КРАСНОЯРСКАЯ, ДОМ 17, ПОМЕЩЕНИЕ XV КОМН 2 ОФИС 31",+7 (495) 518-41-84,dialana12@yandex.ru,
№ 2771408263621001320,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771408263621001320,"1 534 543,92 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ С.П. БОТКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ,ГБУЗ ГКБ ИМ. С.П. БОТКИНА ДЗМ,7714082636,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 3501901095721000026,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501901095721000026,"1 000 000,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БАРАБАНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""","МБОУ ""БАРАБАНОВСКАЯ СОШ""",5019010957,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЬЮЛИНК ИНФРАСТРУКТУРА КАШИРА"" (ООО ""КОМПЬЮЛИНК ИНФРАСТРУКТУРА КАШИРА"")",5019028390,"142900, ОБЛ МОСКОВСКАЯ 50, Г КАШИРА, УЛ СОВЕТСКАЯ, ДОМ 28, ПОМЕЩЕНИЕ 39",7-495-737-88-66,or_kash@mail.ru,
№ 1770601611821000108,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770601611821000108,"169 543 733,32 ₽",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ-ПЕНСИОННЫЙ ФОНД РОССИЙСКОЙ ФЕДЕРАЦИИ,ПФР,7706016118,01.12.21,18.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕСПАН"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕСПАН"")",7725538261,"115162, Г МОСКВА 77, УЛ МЫТНАЯ, 21",7-495-7213717,ustisio@gmail.com,
№ 2772401520521000541,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000541,"1 587 991,76 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДЦЛИ ДЗМ""",7724015205,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМНИМЕДИК"" (ООО ""ОМНИМЕДИК"")",9704005925,"119435, Г МОСКВА 77, ПЕР БОЛЬШОЙ САВВИНСКИЙ, ДОМ 9, СТРОЕНИЕ 2, ЭТАЖ 6 КОМН16",+7 (495) 632-00-61,info@omnimedic.ru,
№ 2772631792421000060,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772631792421000060,"876 436,34 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 98 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГП № 98 ДЗМ""",7726317924,01.12.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОТЕХНОЛОГИЯ"" (ООО ""ЭКОТЕХНОЛОГИЯ"")",7751192330,"108811, Г. МОСКВА 77, КМ КИЕВСКОЕ ШОССЕ 22-Й (П МОСКОВСКИЙ), ДВЛД. 4, СТР. 1, ЭТАЖ 4 БЛОК А",+7 (915) 436-73-61,ecotechnology@internet.ru,
№ 2772401520521000540,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000540,"2 843 192,64 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДЦЛИ ДЗМ""",7724015205,15.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМНИМЕДИК"" (ООО ""ОМНИМЕДИК"")",9704005925,"119435, Г МОСКВА 77, ПЕР БОЛЬШОЙ САВВИНСКИЙ, ДОМ 9, СТРОЕНИЕ 2, ЭТАЖ 6 КОМН16",+7 (495) 632-00-61,info@omnimedic.ru,
№ 2772008035521000383,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772008035521000383,"2 221 740,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. Е.О. МУХИНА ДЗМ""",7720080355,10.11.21,31.12.21,КРУГЛОВА ЮЛИЯ ЕВГЕНЬЕВНАИндивидуальный предприниматель,781013137928,Г САНКТ-ПЕТЕРБУРГ 78,+7 (911) 111-11-11,01@yandex.ru,
№ 3501100273921000012,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501100273921000012,"587 671,54 ₽",МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №3 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ,МОУ СОШ №3 С УИОП,5011002739,10.11.21,31.12.21,БУКРИН БОРИС БОРИСОВИЧИндивидуальный предприниматель,712201908433,"ОБЛ МОСКОВСКАЯ 50, Г ЕГОРЬЕВСК",7-926-8129493,borbuk1965@mail.ru,iluevi@yandex.ru
№ 2770182732021001364,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001364,"555 555,55 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НКС ГРУПП"" (ООО ""НКС ГРУПП"")",7702455837,"129110, Г. МОСКВА 77, ПЕР. ОРЛОВО-ДАВЫДОВСКИЙ, Д. 1, ЭТАЖ 1, ПОМЕЩ. III КОМ. 3, ОФИС В15",+7 (963) 777-78-89,nksinfo777@gmail.com,
№ 2770182732021001363,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001363,"4 800 824,18 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОКОМПЛЕКТАЦИЯ"" (ООО ""ЭНЕРГОКОМПЛЕКТАЦИЯ"")",7719835876,"105318, Г МОСКВА 77, УЛ ИБРАГИМОВА, 35, СТР.2, ПОМЕЩЕНИЕ I; КОМНАТА 14",+7 (495) 944-13-15,stroy-invest-t@bk.ru,
№ 2770182732021001362,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770182732021001362,"870 000,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ""","ГКУ ""ДИРЕКЦИЯ ОДОТСЗН Г. МОСКВЫ""",7701827320,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИКОМ"" (ООО ""ЛИКОМ"")",7743364106,"125130, Г. МОСКВА 77, УЛ. ЗОИ И АЛЕКСАНДРА КОСМОДЕМЬЯНСКИХ, Д. 26/21, СТР. 1, ЭТ/ПОМ 3/III КОМ 6",+7 (977) 270-40-90,Litvinukvu@li-com.ru,
